customer_id,age,tenure_months,contract_type,internet_service,tech_support,online_security,streaming_service,paperless_billing,payment_method,monthly_charges,total_charges,num_support_calls,satisfaction_score,avg_monthly_usage_gb,churn
CUST-001154,37,56,Month-to-month,Fiber optic,Yes,Yes,No,No,Bank transfer,71.49,3980.02,1,4,266.1,No
CUST-001155,55,8,One year,No internet service,Yes,No,Yes,Yes,Bank transfer,35.82,256.76,0,4,4.4,No
CUST-001156,47,7,Month-to-month,DSL,Yes,No,No,Yes,Mailed check,52.91,388.62,0,3,90.8,No
CUST-001157,45,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Credit card,97.08,363.14,0,4,290.7,Yes
CUST-001158,67,13,Month-to-month,No internet service,No,No,Yes,Yes,Credit card,32.02,408.87,1,3,0.0,No
CUST-001159,18,1,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Bank transfer,82.34,80.73,2,4,242.7,Yes
CUST-001160,24,21,One year,No internet service,No,No,No,No,Bank transfer,18.82,399.66,0,4,5.4,No
CUST-001161,27,24,Two year,No internet service,No,No,Yes,Yes,Mailed check,31.96,757.82,1,3,4.8,No
CUST-001162,40,2,Month-to-month,Fiber optic,No,No,No,No,Bank transfer,74.55,117.59,0,4,255.1,Yes
CUST-001163,41,1,One year,DSL,No,No,Yes,No,Electronic check,56.58,32.44,1,3,162.1,No
CUST-001164,22,9,Month-to-month,No internet service,No,No,No,Yes,Electronic check,18.68,147.08,2,2,0.9,No
CUST-001165,30,72,Month-to-month,No internet service,No,Yes,No,Yes,Electronic check,26.19,1832.72,2,5,2.9,No
CUST-001166,32,43,One year,DSL,Yes,No,No,No,Mailed check,49.62,2142.29,0,3,168.8,No
CUST-001167,82,29,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,49.19,1436.62,0,5,175.3,Yes
CUST-001168,72,37,One year,DSL,No,No,Yes,No,Mailed check,48.3,1765.66,1,2,101.4,No
CUST-001169,39,44,Month-to-month,Fiber optic,No,No,Yes,Yes,Credit card,73.37,3254.37,1,2,433.6,No
CUST-001170,40,8,Two year,DSL,No,No,No,Yes,Mailed check,50.91,405.15,2,3,46.7,No
CUST-001171,28,13,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,76.84,1015.87,1,4,295.9,No
CUST-001172,18,26,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Mailed check,77.42,2028.44,2,4,304.5,No
CUST-001173,43,6,One year,Fiber optic,No,No,No,Yes,Mailed check,64.21,382.58,1,5,93.2,No
CUST-001174,30,52,Month-to-month,No internet service,Yes,Yes,Yes,Yes,Electronic check,46.66,2385.73,2,3,0.0,Yes
CUST-001175,44,21,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Bank transfer,75.38,1586.96,0,4,121.4,No
CUST-001176,21,18,Two year,Fiber optic,Yes,Yes,No,Yes,Electronic check,85.54,1550.25,1,2,480.6,No
CUST-001177,34,9,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,68.81,606.24,1,2,255.4,Yes
CUST-001178,47,2,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,66.8,136.82,1,3,357.3,No
CUST-001179,50,24,Month-to-month,No internet service,Yes,No,No,Yes,Mailed check,28.34,679.59,1,2,4.8,No
CUST-001180,51,27,One year,Fiber optic,Yes,No,Yes,Yes,Credit card,77.18,2064.79,0,4,263.3,No
CUST-001181,25,49,One year,Fiber optic,Yes,No,Yes,No,Electronic check,91.78,4495.22,1,3,268.4,No
CUST-001182,58,19,Two year,No internet service,No,No,No,Yes,Mailed check,22.9,424.92,0,4,0.0,No
CUST-001183,33,23,Month-to-month,Fiber optic,No,No,Yes,Yes,Electronic check,79.05,1825.65,2,4,284.4,No
CUST-001184,54,26,Month-to-month,DSL,No,No,No,No,Credit card,41.31,1062.26,2,3,67.9,No
CUST-001185,45,19,Month-to-month,No internet service,Yes,No,Yes,No,Electronic check,36.74,683.83,0,3,6.3,No
CUST-001186,24,9,Month-to-month,DSL,Yes,No,Yes,Yes,Mailed check,67.47,574.48,1,3,213.8,No
CUST-001187,40,18,One year,Fiber optic,No,No,No,No,Mailed check,70.51,1313.31,1,5,250.3,No
CUST-001188,50,4,Month-to-month,DSL,No,No,Yes,No,Credit card,65.62,253.43,0,2,236.6,No
CUST-001189,54,4,One year,DSL,Yes,Yes,No,No,Bank transfer,55.32,198.67,0,1,211.1,No
CUST-001190,43,62,One year,DSL,Yes,No,No,Yes,Mailed check,52.21,3249.09,2,3,66.2,No
CUST-001191,68,5,One year,Fiber optic,Yes,No,Yes,Yes,Bank transfer,74.53,376.39,2,2,237.3,Yes
CUST-001192,60,13,Month-to-month,No internet service,Yes,Yes,Yes,No,Bank transfer,33.69,448.93,1,2,4.3,Yes
CUST-001193,41,13,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,67.62,892.14,1,3,135.2,Yes
CUST-001194,56,17,Two year,DSL,No,No,No,No,Electronic check,40.73,714.35,3,2,66.3,No
CUST-001195,74,72,One year,No internet service,Yes,Yes,No,Yes,Electronic check,24.13,1716.06,1,4,6.6,No
CUST-001196,74,6,Month-to-month,No internet service,No,Yes,No,No,Mailed check,20.19,124.07,3,2,6.8,No
CUST-001197,27,1,One year,No internet service,No,No,Yes,No,Bank transfer,33.71,2.13,0,5,11.9,No
CUST-001198,31,9,Two year,Fiber optic,Yes,No,Yes,Yes,Credit card,86.92,776.15,0,4,255.0,No
CUST-001199,67,10,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Bank transfer,74.81,761.51,2,3,463.8,Yes
CUST-001200,29,3,Two year,DSL,No,Yes,Yes,No,Electronic check,69.18,189.64,0,3,166.1,Yes
CUST-001201,25,1,Month-to-month,Fiber optic,Yes,No,No,No,Mailed check,69.52,114.14,1,3,333.3,No
CUST-001202,38,7,Two year,DSL,No,No,No,No,Mailed check,46.37,324.95,0,4,195.8,No
CUST-001203,51,19,Month-to-month,DSL,Yes,No,Yes,No,Bank transfer,65.19,1202.4,1,3,129.3,No
CUST-001204,43,1,Month-to-month,DSL,Yes,No,No,Yes,Bank transfer,52.94,67.04,2,2,232.7,Yes
CUST-001205,35,11,Month-to-month,Fiber optic,Yes,Yes,No,No,Bank transfer,74.32,861.92,3,2,319.5,Yes
CUST-001206,35,13,Two year,No internet service,No,Yes,No,No,Credit card,25.88,291.71,1,3,2.5,Yes
CUST-001207,34,46,Two year,DSL,No,Yes,No,Yes,Electronic check,52.35,2422.39,0,3,85.9,No
CUST-001208,32,50,Month-to-month,DSL,No,No,No,Yes,Credit card,44.0,2180.21,1,4,176.3,No
CUST-001209,79,32,Month-to-month,DSL,Yes,Yes,Yes,No,Credit card,71.5,2286.92,1,1,235.1,No
CUST-001210,49,10,Month-to-month,Fiber optic,No,No,Yes,No,Electronic check,82.51,798.92,0,4,317.3,Yes
CUST-001211,58,6,Month-to-month,DSL,Yes,No,Yes,No,Credit card,62.64,392.91,0,3,144.3,No
CUST-001212,38,8,One year,Fiber optic,Yes,Yes,Yes,Yes,Electronic check,94.27,747.79,1,2,277.0,No
CUST-001213,42,12,Month-to-month,DSL,No,No,No,No,Bank transfer,43.95,550.61,0,4,107.3,No
CUST-001214,34,27,Two year,Fiber optic,Yes,No,No,Yes,Electronic check,80.12,2142.65,2,4,310.5,No
CUST-001215,18,19,Two year,Fiber optic,Yes,No,No,Yes,Electronic check,65.97,1249.3,1,3,89.2,No
CUST-001216,24,1,Month-to-month,Fiber optic,No,No,Yes,Yes,Bank transfer,83.52,37.24,0,4,263.4,No
CUST-001217,18,18,Month-to-month,Fiber optic,No,No,Yes,No,Mailed check,74.34,1390.07,2,2,320.8,Yes
CUST-001218,18,35,Two year,No internet service,No,No,No,No,Electronic check,30.56,1107.99,0,1,8.4,No
CUST-001219,27,54,Two year,No internet service,Yes,No,Yes,Yes,Bank transfer,42.18,2321.31,2,3,6.2,No
CUST-001220,65,2,One year,Fiber optic,Yes,Yes,Yes,No,Mailed check,95.25,221.16,1,3,476.6,Yes
CUST-001221,44,72,Month-to-month,Fiber optic,Yes,No,Yes,No,Electronic check,84.2,6050.58,3,2,231.6,Yes
CUST-001222,64,17,Month-to-month,No internet service,Yes,No,No,Yes,Credit card,31.4,532.92,0,4,7.8,No
CUST-001223,51,2,One year,Fiber optic,Yes,No,Yes,Yes,Credit card,88.4,182.63,0,4,399.5,No
CUST-001224,57,28,Month-to-month,DSL,Yes,No,No,No,Mailed check,52.29,1471.61,0,5,161.7,No
CUST-001225,31,44,One year,Fiber optic,No,No,No,Yes,Credit card,68.82,3006.17,0,4,296.5,No
CUST-001226,53,8,One year,DSL,No,No,No,No,Credit card,28.2,202.68,0,4,81.5,Yes
CUST-001227,56,6,Month-to-month,No internet service,Yes,Yes,No,Yes,Mailed check,30.78,157.94,2,3,5.2,No
CUST-001228,36,9,Month-to-month,Fiber optic,Yes,Yes,No,Yes,Credit card,79.11,703.46,0,1,248.2,Yes
CUST-001229,53,21,Month-to-month,No internet service,Yes,Yes,Yes,No,Credit card,48.51,1012.31,2,5,8.2,No
CUST-001230,53,8,Two year,No internet service,Yes,No,Yes,Yes,Credit card,44.86,349.83,1,4,8.0,No
CUST-001231,37,2,Month-to-month,No internet service,No,No,Yes,Yes,Electronic check,30.74,66.5,1,5,7.6,No
CUST-001232,28,10,Month-to-month,DSL,Yes,Yes,No,Yes,Credit card,57.05,542.84,1,2,105.4,No
CUST-001233,27,7,Two year,No internet service,Yes,No,Yes,No,Electronic check,44.36,293.43,0,4,6.6,No
CUST-001234,46,18,One year,DSL,No,No,No,Yes,Bank transfer,50.76,898.47,0,4,111.0,No
CUST-001235,50,37,Month-to-month,No internet service,No,Yes,Yes,No,Electronic check,41.7,1559.28,0,4,1.2,No
CUST-001236,33,12,Two year,Fiber optic,Yes,No,No,Yes,Credit card,72.23,870.71,0,4,365.3,No
CUST-001237,45,51,Month-to-month,DSL,No,No,No,Yes,Credit card,57.74,2951.5,1,3,49.6,Yes
CUST-001238,54,23,Two year,DSL,No,Yes,No,Yes,Mailed check,51.4,1163.52,0,4,155.3,No
CUST-001239,54,14,Two year,Fiber optic,No,No,No,Yes,Mailed check,66.08,925.93,0,3,384.5,No
CUST-001240,68,27,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Electronic check,91.16,2445.83,1,4,354.7,No
CUST-001241,64,37,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Electronic check,90.64,3338.88,0,3,196.2,Yes
CUST-001242,30,23,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,76.54,1767.81,1,3,315.0,No
CUST-001243,70,2,One year,Fiber optic,No,Yes,No,Yes,Bank transfer,66.49,120.04,1,3,292.9,No
CUST-001244,37,1,One year,Fiber optic,Yes,No,Yes,Yes,Credit card,85.56,83.45,2,4,368.0,No
CUST-001245,61,35,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,73.59,2570.25,1,3,375.8,Yes
CUST-001246,46,2,Two year,DSL,No,Yes,No,Yes,Bank transfer,60.76,98.04,1,3,182.7,No
CUST-001247,39,17,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Mailed check,99.75,1684.2,0,4,348.3,No
CUST-001248,18,2,One year,Fiber optic,No,Yes,No,No,Mailed check,68.0,124.77,0,4,327.8,Yes
CUST-001249,42,54,One year,Fiber optic,No,No,No,No,Electronic check,69.26,3732.41,1,3,262.3,No
CUST-001250,22,9,Month-to-month,DSL,Yes,Yes,Yes,No,Credit card,66.93,566.31,3,2,225.9,No
CUST-001251,60,22,Month-to-month,Fiber optic,No,No,No,Yes,Credit card,64.38,1401.77,1,3,367.7,No
CUST-001252,68,6,One year,No internet service,No,Yes,Yes,No,Mailed check,33.66,220.2,1,3,2.3,No
CUST-001253,33,16,One year,Fiber optic,No,Yes,No,Yes,Mailed check,79.35,1278.35,1,3,299.0,No
CUST-001254,50,0,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,66.19,58.2,1,4,263.8,Yes
CUST-001255,34,7,One year,DSL,Yes,Yes,Yes,Yes,Bank transfer,72.47,483.7,1,5,177.5,No
CUST-001256,36,30,Month-to-month,No internet service,Yes,No,No,No,Bank transfer,28.25,849.51,0,3,0.0,No
CUST-001257,57,11,Month-to-month,DSL,No,No,No,No,Electronic check,46.88,535.03,1,3,137.0,Yes
CUST-001258,44,14,Two year,Fiber optic,No,No,No,No,Bank transfer,67.05,969.04,0,3,388.1,No
CUST-001259,71,29,Month-to-month,DSL,No,Yes,Yes,Yes,Credit card,59.57,1717.05,3,2,136.4,Yes
CUST-001260,38,6,One year,DSL,No,No,Yes,No,Electronic check,48.56,270.16,1,4,99.0,No
CUST-001261,60,1,One year,Fiber optic,No,Yes,No,No,Bank transfer,64.36,74.0,5,2,254.7,Yes
CUST-001262,46,10,Month-to-month,No internet service,Yes,Yes,Yes,Yes,Mailed check,37.95,386.68,1,3,9.6,No
CUST-001263,57,23,Month-to-month,No internet service,No,No,Yes,Yes,Credit card,32.97,758.52,0,3,4.8,No
CUST-001264,38,19,Month-to-month,DSL,No,Yes,Yes,No,Credit card,58.92,1106.78,0,4,198.1,Yes
CUST-001265,44,36,Month-to-month,Fiber optic,Yes,No,No,Yes,Bank transfer,77.9,2778.22,0,3,455.2,Yes
CUST-001266,43,65,One year,DSL,No,No,Yes,Yes,Mailed check,58.2,3796.49,1,3,66.2,No
CUST-001267,32,41,Month-to-month,No internet service,No,Yes,Yes,No,Credit card,28.82,1199.55,0,5,9.7,Yes
CUST-001268,55,5,Two year,No internet service,No,Yes,No,No,Electronic check,23.95,112.55,0,5,5.1,No
CUST-001269,55,32,Month-to-month,Fiber optic,No,No,Yes,Yes,Mailed check,66.39,2158.69,0,4,137.6,No
CUST-001270,54,23,Month-to-month,Fiber optic,No,No,Yes,No,Mailed check,71.28,1644.16,2,4,326.9,No
CUST-001271,68,15,Two year,Fiber optic,No,No,Yes,No,Electronic check,74.55,1114.75,1,3,341.1,No
CUST-001272,67,7,Month-to-month,No internet service,No,No,Yes,Yes,Credit card,27.27,167.23,1,3,1.9,No
CUST-001273,39,30,One year,DSL,No,No,Yes,No,Electronic check,66.42,1958.59,0,2,188.1,No
CUST-001274,51,10,One year,Fiber optic,No,No,Yes,No,Credit card,80.74,797.16,0,4,383.8,Yes
CUST-001275,36,0,Two year,Fiber optic,No,Yes,No,No,Credit card,69.36,76.74,1,3,399.3,No
CUST-001276,45,27,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Bank transfer,90.13,2480.18,1,3,450.4,No
CUST-001277,36,7,Month-to-month,No internet service,Yes,Yes,Yes,Yes,Electronic check,41.13,289.26,2,3,4.4,No
CUST-001278,69,41,Two year,Fiber optic,No,No,No,Yes,Mailed check,63.34,2608.79,1,4,228.8,No
CUST-001279,50,43,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,75.27,3220.06,0,3,233.6,No
CUST-001280,42,3,One year,DSL,Yes,No,Yes,Yes,Mailed check,59.42,182.43,3,3,167.2,No
CUST-001281,63,36,One year,DSL,Yes,Yes,No,Yes,Electronic check,62.43,2249.04,2,1,101.0,Yes
CUST-001282,18,9,One year,DSL,No,Yes,No,Yes,Bank transfer,52.46,453.23,0,3,120.5,No
CUST-001283,18,7,One year,No internet service,Yes,Yes,No,Yes,Bank transfer,36.94,285.34,1,4,0.2,No
CUST-001284,57,13,Two year,Fiber optic,Yes,No,No,No,Bank transfer,81.99,1063.19,0,3,369.8,No
CUST-001285,46,6,Month-to-month,Fiber optic,No,No,Yes,Yes,Mailed check,79.28,497.79,0,3,459.8,Yes
CUST-001286,49,7,One year,Fiber optic,Yes,No,Yes,No,Electronic check,85.63,599.6,1,2,343.3,No
CUST-001287,25,18,One year,DSL,No,No,No,Yes,Electronic check,37.51,668.55,1,3,98.5,Yes
CUST-001288,45,12,Month-to-month,No internet service,No,No,No,No,Bank transfer,21.05,236.97,1,2,3.3,Yes
CUST-001289,75,44,Two year,Fiber optic,Yes,Yes,No,Yes,Credit card,76.6,3363.39,0,2,128.1,No
CUST-001290,57,22,Month-to-month,No internet service,No,No,Yes,Yes,Credit card,31.38,719.65,0,3,13.6,No
CUST-001291,48,34,Month-to-month,DSL,Yes,No,No,No,Bank transfer,50.63,1703.45,0,5,134.7,No
CUST-001292,38,9,Two year,No internet service,No,Yes,No,Yes,Bank transfer,28.46,269.47,1,5,0.4,No
CUST-001293,39,30,Two year,DSL,No,Yes,No,No,Bank transfer,46.05,1375.28,1,5,62.2,No
CUST-001294,18,31,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,66.06,2059.65,0,4,402.1,No
CUST-001295,49,42,One year,DSL,No,Yes,Yes,Yes,Credit card,57.79,2431.32,0,1,176.3,No
CUST-001296,58,8,Month-to-month,No internet service,No,No,Yes,Yes,Bank transfer,23.01,157.41,0,5,8.9,No
CUST-001297,21,2,Month-to-month,DSL,No,Yes,No,No,Electronic check,49.29,101.89,1,4,194.5,Yes
CUST-001298,35,16,Month-to-month,No internet service,No,No,Yes,Yes,Bank transfer,34.32,592.43,1,2,5.9,Yes
CUST-001299,28,1,Two year,Fiber optic,Yes,No,No,Yes,Electronic check,69.12,75.27,0,5,265.4,No
CUST-001300,31,56,Month-to-month,DSL,No,No,No,No,Bank transfer,45.68,2576.62,1,3,38.1,Yes
CUST-001301,46,2,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,69.19,144.32,0,4,372.2,No
CUST-001302,18,15,One year,DSL,No,No,Yes,Yes,Bank transfer,51.82,793.06,1,3,238.0,No
CUST-001303,54,36,Month-to-month,Fiber optic,Yes,No,No,Yes,Electronic check,75.79,2714.08,0,4,268.3,No
CUST-001304,56,9,Month-to-month,Fiber optic,No,Yes,Yes,No,Bank transfer,79.74,715.23,0,4,300.5,Yes
CUST-001305,41,31,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,66.87,2090.57,1,4,421.2,Yes
CUST-001306,18,25,One year,DSL,No,Yes,No,Yes,Bank transfer,43.7,1085.5,0,5,177.5,No
CUST-001307,30,3,One year,No internet service,No,No,No,Yes,Electronic check,20.68,83.48,2,4,9.1,No
CUST-001308,63,25,One year,Fiber optic,Yes,No,No,No,Bank transfer,76.12,1882.93,0,4,274.5,No
CUST-001309,18,12,Month-to-month,Fiber optic,No,No,No,Yes,Credit card,66.76,802.3,0,3,355.4,No
CUST-001310,40,9,Month-to-month,Fiber optic,No,No,No,Yes,Electronic check,69.46,619.96,1,2,373.7,Yes
CUST-001311,27,24,One year,Fiber optic,No,Yes,No,No,Bank transfer,74.23,1834.29,2,2,437.3,No
CUST-001312,57,46,Month-to-month,Fiber optic,No,No,No,Yes,Bank transfer,66.5,3051.2,1,3,251.2,Yes
CUST-001313,35,43,Month-to-month,DSL,Yes,No,No,No,Credit card,57.23,2469.29,0,5,206.0,No
CUST-001314,51,31,Month-to-month,No internet service,Yes,Yes,No,No,Credit card,32.13,956.2,1,4,2.5,Yes
CUST-001315,53,22,Month-to-month,DSL,No,No,Yes,No,Mailed check,59.61,1288.06,0,3,227.9,No
CUST-001316,73,24,Month-to-month,DSL,No,Yes,Yes,Yes,Electronic check,63.11,1520.76,0,3,190.1,Yes
CUST-001317,42,25,Two year,DSL,Yes,Yes,No,Yes,Bank transfer,68.25,1700.97,1,2,140.2,No
CUST-001318,51,15,Month-to-month,Fiber optic,No,No,Yes,No,Bank transfer,78.37,1170.66,0,3,358.5,No
CUST-001319,23,23,One year,Fiber optic,Yes,Yes,No,Yes,Credit card,72.57,1662.61,0,4,241.2,No
CUST-001320,63,3,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,72.27,213.11,1,3,328.2,No
CUST-001321,34,38,One year,DSL,Yes,Yes,Yes,Yes,Bank transfer,66.24,2482.89,1,4,212.5,No
CUST-001322,37,6,One year,No internet service,No,No,No,Yes,Mailed check,23.64,140.1,3,3,1.7,No
CUST-001323,45,11,Two year,DSL,No,Yes,Yes,Yes,Mailed check,66.73,729.64,1,4,263.2,No
CUST-001324,22,67,Month-to-month,DSL,No,No,No,Yes,Credit card,41.95,2831.98,0,2,155.0,No
CUST-001325,48,20,One year,Fiber optic,No,Yes,Yes,Yes,Mailed check,77.81,1572.9,0,2,403.4,No
CUST-001326,60,4,Month-to-month,Fiber optic,No,Yes,Yes,No,Bank transfer,83.66,278.07,0,4,269.5,Yes
CUST-001327,49,0,One year,No internet service,No,Yes,Yes,Yes,Bank transfer,33.48,18.79,0,3,1.8,No
CUST-001328,21,3,Two year,Fiber optic,No,No,No,Yes,Electronic check,60.81,218.47,1,4,318.3,No
CUST-001329,43,4,One year,DSL,No,No,No,Yes,Credit card,42.47,188.0,0,5,234.7,No
CUST-001330,56,15,One year,Fiber optic,No,No,No,No,Electronic check,68.12,1031.62,0,5,374.8,No
CUST-001331,18,16,Two year,Fiber optic,Yes,No,Yes,No,Credit card,77.58,1231.23,0,5,377.9,No
CUST-001332,29,10,Two year,Fiber optic,No,Yes,No,Yes,Bank transfer,67.23,687.1,0,5,313.2,No
CUST-001333,58,12,Month-to-month,No internet service,Yes,Yes,No,No,Electronic check,45.99,521.57,1,3,10.2,No
CUST-001334,49,61,Month-to-month,Fiber optic,No,No,No,Yes,Credit card,74.77,4549.65,0,5,316.0,No
CUST-001335,51,24,One year,DSL,Yes,No,Yes,Yes,Credit card,71.05,1712.1,2,5,124.9,No
CUST-001336,73,14,Two year,Fiber optic,No,No,No,Yes,Electronic check,65.22,925.23,2,2,408.3,No
CUST-001337,52,7,Month-to-month,DSL,No,Yes,No,No,Electronic check,54.76,387.65,3,3,130.6,Yes
CUST-001338,55,4,Month-to-month,DSL,No,No,No,No,Mailed check,43.08,180.19,0,4,140.4,No
CUST-001339,85,4,Month-to-month,DSL,No,Yes,Yes,No,Bank transfer,49.48,201.2,0,4,80.0,No
CUST-001340,42,23,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Electronic check,82.15,1883.14,1,2,353.7,Yes
CUST-001341,33,2,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,82.63,192.07,1,2,308.3,Yes
CUST-001342,51,21,Month-to-month,No internet service,Yes,Yes,No,Yes,Mailed check,34.14,753.97,0,4,4.3,No
CUST-001343,52,42,Month-to-month,DSL,No,Yes,No,Yes,Credit card,53.41,2242.2,1,3,165.2,No
CUST-001344,37,9,One year,Fiber optic,No,Yes,No,No,Credit card,79.25,689.74,0,4,246.6,No
CUST-001345,30,72,Month-to-month,Fiber optic,Yes,No,No,No,Electronic check,73.16,5262.82,0,5,247.1,No
CUST-001346,80,9,Month-to-month,Fiber optic,No,No,Yes,Yes,Bank transfer,71.98,649.56,1,2,295.6,Yes
CUST-001347,50,11,Month-to-month,DSL,No,No,Yes,No,Mailed check,56.02,572.02,0,5,97.7,No
CUST-001348,34,72,Month-to-month,Fiber optic,No,No,No,Yes,Mailed check,68.22,4938.61,1,5,368.3,No
CUST-001349,59,10,Month-to-month,Fiber optic,No,No,Yes,Yes,Electronic check,76.44,751.63,3,2,377.1,Yes
CUST-001350,43,12,Month-to-month,DSL,No,No,No,Yes,Bank transfer,40.98,475.22,2,2,160.2,Yes
CUST-001351,41,32,Month-to-month,DSL,No,Yes,Yes,No,Credit card,65.62,2093.05,0,3,132.9,No
CUST-001352,53,38,One year,No internet service,Yes,No,No,Yes,Electronic check,22.29,837.57,2,2,5.2,No
CUST-001353,26,28,Month-to-month,DSL,No,No,Yes,Yes,Electronic check,52.61,1474.21,1,4,91.3,Yes
CUST-001354,50,17,Month-to-month,DSL,No,Yes,No,Yes,Bank transfer,53.08,918.15,0,4,171.3,Yes
CUST-001355,74,5,Month-to-month,DSL,Yes,No,No,No,Credit card,49.07,270.86,0,4,162.5,No
CUST-001356,52,3,Month-to-month,Fiber optic,Yes,No,Yes,Yes,Bank transfer,83.24,265.53,0,4,455.3,No
CUST-001357,39,1,Month-to-month,DSL,No,Yes,No,No,Electronic check,51.08,32.22,0,3,141.6,No
CUST-001358,37,20,Month-to-month,Fiber optic,No,No,No,No,Credit card,64.79,1293.62,0,4,343.9,No
CUST-001359,39,33,Month-to-month,Fiber optic,No,Yes,No,No,Bank transfer,66.16,2185.37,0,5,175.6,No
CUST-001360,41,19,Month-to-month,DSL,No,Yes,Yes,Yes,Mailed check,64.64,1234.3,0,1,192.5,Yes
CUST-001361,39,2,Two year,Fiber optic,No,Yes,No,Yes,Electronic check,66.41,142.61,1,3,362.1,Yes
CUST-001362,59,5,Month-to-month,DSL,Yes,No,Yes,Yes,Electronic check,73.25,367.81,1,4,182.6,Yes
CUST-001363,19,10,Month-to-month,DSL,No,Yes,Yes,No,Bank transfer,60.99,608.17,1,3,156.1,No
CUST-001364,58,3,Month-to-month,Fiber optic,Yes,Yes,No,No,Credit card,82.04,264.33,2,4,280.5,Yes
CUST-001365,39,11,Month-to-month,Fiber optic,Yes,No,No,Yes,Credit card,76.67,840.71,0,5,403.7,No
CUST-001366,51,26,One year,DSL,No,Yes,Yes,Yes,Credit card,61.23,1611.12,2,3,112.1,No
CUST-001367,28,46,Month-to-month,DSL,Yes,No,Yes,Yes,Mailed check,60.16,2783.63,0,5,68.7,Yes
CUST-001368,65,52,Month-to-month,No internet service,Yes,No,Yes,Yes,Bank transfer,43.65,2298.85,0,2,1.9,No
CUST-001369,64,50,Two year,Fiber optic,Yes,Yes,No,Yes,Bank transfer,71.89,3598.86,5,4,389.9,No
CUST-001370,59,2,Month-to-month,No internet service,No,Yes,No,No,Mailed check,19.65,68.17,1,3,0.0,Yes
CUST-001371,22,63,Month-to-month,Fiber optic,No,Yes,No,Yes,Electronic check,74.03,4657.82,0,4,375.1,No
CUST-001372,57,24,One year,Fiber optic,Yes,No,Yes,Yes,Credit card,84.0,2022.91,0,4,297.1,No
CUST-001373,51,72,Two year,DSL,No,No,Yes,Yes,Electronic check,53.47,3865.14,1,3,130.6,No
CUST-001374,21,2,Month-to-month,Fiber optic,No,Yes,No,No,Credit card,68.51,116.81,1,5,165.4,Yes
CUST-001375,45,4,One year,Fiber optic,No,Yes,Yes,Yes,Credit card,79.02,308.22,1,5,268.8,No
CUST-001376,50,72,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Electronic check,101.91,7324.16,1,3,333.9,No
CUST-001377,53,23,One year,No internet service,Yes,No,Yes,Yes,Electronic check,45.09,1035.92,0,3,5.5,No
CUST-001378,48,31,Month-to-month,No internet service,No,Yes,No,Yes,Bank transfer,21.88,667.63,1,5,1.1,No
CUST-001379,49,37,One year,No internet service,Yes,No,No,Yes,Bank transfer,26.44,980.41,2,4,4.7,No
CUST-001380,67,3,Month-to-month,Fiber optic,No,No,No,No,Bank transfer,67.98,202.38,2,2,383.2,Yes
CUST-001381,63,6,Month-to-month,DSL,Yes,Yes,Yes,Yes,Electronic check,66.12,391.13,0,4,178.2,No
CUST-001382,18,0,Month-to-month,No internet service,No,No,No,Yes,Credit card,18.0,21.02,0,4,2.1,No
CUST-001383,40,72,One year,Fiber optic,No,No,No,No,Bank transfer,63.51,4559.07,1,3,177.6,No
CUST-001384,43,12,One year,Fiber optic,No,Yes,Yes,Yes,Bank transfer,78.59,925.84,1,5,368.6,No
CUST-001385,19,1,Two year,Fiber optic,No,No,No,Yes,Credit card,70.48,46.62,0,2,342.2,No
CUST-001386,46,0,Two year,DSL,Yes,No,No,Yes,Credit card,49.43,13.67,2,1,194.2,No
CUST-001387,64,6,Month-to-month,DSL,Yes,Yes,Yes,Yes,Bank transfer,70.42,408.93,2,4,201.2,No
CUST-001388,29,5,One year,Fiber optic,No,No,No,No,Credit card,65.58,338.68,1,3,332.5,No
CUST-001389,50,50,Month-to-month,Fiber optic,No,Yes,No,Yes,Credit card,78.93,3942.55,0,3,442.9,No
CUST-001390,31,2,Two year,DSL,No,Yes,No,Yes,Credit card,50.57,101.38,2,2,33.3,Yes
